Y, X, alpha
-0.8814549748722896, -0.00022069354575682655, 3994.022443427185
-0.8091306836090589, -0.00021646031770860066, 3738.0093135514676
-0.8313363834235037, -0.0002123477754004655, 3914.9757130993767
-0.8107786206729474, -0.00020835137288300427, 3891.400423496247
-0.8206713852718814, -0.00020446677632739163, 4013.7150886451336
-0.7849257791305538, -0.0002006898522538031, 3911.138357598145
-0.7387635785107076, -0.0001970166565152271, 3749.75188178371
The average is 3887.5733173716094
alpha-<alpha>, (alpha-<alpha>)^2
106.44912599999998, 11331.41642616387
-149.56400299999996, 22369.390993383997
27.402395999999953, 750.8913065408134
3.8271060000001853, 14.646740335237418
126.14177199999995, 15911.74664329997
23.565041000000292, 555.3111573316947
-137.82143499999984, 18994.74794545918
